%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	ethVlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPdssF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF
B	149	0x0400000000004001	1647980784.267209	1647980785.036591	0.769382	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49743	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.445967	0.06411517	0.1107845	15.59693	4322.95	-0.04	0.208356	0x0213	1	31128	48	48	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3038607339	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989774326	24928	0.001	2989774.468007	1644991010.568585	0.002642	0.001888	0.38361	0.06309523	0.1274374	0.1357071	0.1309488	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	151	0x0400000000004000	1647980787.452168	1647980788.319979	0.867811	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49745	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.418083	0.06675469	0.1036817	14.98022	2510.915	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	456115749	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	25262	2989777605	0.01	252.619994	1647980535.699985	0.058071	0.008316	0.171691	0.06171883	0.03400136	0.060187	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	151	0x0400000000004001	1647980787.510239	1647980788.328295	0.818056	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49745	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.479114	0.06817134	0.1184613	14.66892	4065.736	-0.04	0.208356	0x0213	1	50522	48	48	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3686522275	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989777617	25257	0.001	2989777.759007	1644991010.569289	0.002116	0.001892	0.420834	0.07037576	0.1394035	0.1320946	0.1434901	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	153	0x0400000000004000	1647980790.774423	1647980791.676343	0.901920	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49747	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.459729	0.06937846	0.1133721	14.4137	2415.957	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1960032111	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	25597	2989780954	0.01	255.969994	1647980535.706349	0.063166	0.062457	0.162759	0.0724111	0.02694738	0.065847	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	153	0x0400000000004001	1647980790.837589	1647980791.674582	0.836993	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49747	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.526507	0.06974942	0.1300434	14.33704	3973.749	-0.04	0.208356	0x0213	1	49827	47	47	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	4030289066	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989780955	25591	0.001	2989781.097007	1644991010.577576	0.002681	0.001761	0.462965	0.07474492	0.1543351	0.147156	0.15667	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	155	0x0400000000004000	1647980792.975965	1647980794.010432	1.034467	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49749	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	13	2179	3326	0	1448	167.6154	356.982	0	0.535901	0.07957438	0.1303832	12.56686	2106.399	0	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2635141368	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	25831	2989783285	0.01	258.309994	1647980535.700438	0.067724	0.059336	0.174695	0.07590199	0.02834344	0.0702	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	155	0x0400000000004001	1647980793.043689	1647980794.007988	0.964299	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49749	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_13	-_DWnetTech,CN	443	https	13	13	3326	2179	0	1448	255.8462	446.7247	0	0.607412	0.07417684	0.1451183	13.4813	3449.138	0	0.208356	0x0213	1	65434	48	48	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	617653105	13	3326	0	13	2179	0	3114	62643	60935.44	60800	62643	4	0	0	0	0x031b	0x0000	13	41	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989783285	25824	0.001	2989783.427007	1644991010.580981	0.002476	0.002444	0.548076	0.08874177	0.1811083	0.1646438	0.1833127	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	157	0x0400000000004000	1647980796.560162	1647980797.417340	0.857178	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49751	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.40901	0.06593677	0.101686	15.16605	2542.062	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2851702946	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	26171	2989786695	0.01	261.709994	1647980535.707346	0.061581	0.06026	0.164072	0.07087673	0.02780043	0.065452	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	157	0x0400000000004001	1647980796.621743	1647980797.415720	0.793977	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49751	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.473791	0.06616475	0.1171979	15.11379	4189.038	-0.04	0.208356	0x0213	1	45755	48	48	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3425086737	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989786696	26165	0.001	2989786.838007	1644991010.577713	0.003871	0.00162	0.412354	0.06800546	0.1369542	0.1388822	0.1397474	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	160	0x0400000000004000	1647980799.809270	1647980800.856741	1.047471	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49753	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.604659	0.0805747	0.1467196	12.41084	2080.249	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x2040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1497945706	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	26515	2989790132	0.01	265.149994	1647980535.706747	0.061688	0.059273	0.161393	0.07056237	0.027108	0.064786	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	160	0x0400000000004001	1647980799.870958	1647980800.856634	0.985676	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49753	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.669497	0.08213967	0.1652146	12.17439	3374.334	-0.04	0.208356	0x0213	1	49593	47	47	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3178813503	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989790134	26509	0.001	2989790.276007	1644991010.580627	0.003098	0.000107	0.607808	0.09792323	0.2027181	0.1684856	0.2045226	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	162	0x0400000000004000	1647980802.140731	1647980802.968488	0.827757	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49755	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.377769	0.06367362	0.09520451	15.70509	2632.415	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2398564452	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	26726	2989792235	0.01	267.259994	1647980535.708494	0.063443	0.061546	0.163824	0.07255991	0.02723269	0.067318	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	162	0x0400000000004001	1647980802.204174	1647980802.965663	0.761489	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49755	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.444782	0.06345742	0.1101413	15.7586	4367.759	-0.04	0.208356	0x0213	1	42465	47	47	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2739216198	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989792236	26719	0.001	2989792.378008	1644991010.587656	0.003875	0.001952	0.381345	0.06293885	0.1265894	0.1354988	0.1294855	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	164	0x0400000000004000	1647980805.551100	1647980806.546498	0.995398	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49757	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.530373	0.07656907	0.1298963	13.0601	2189.074	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2722011159	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	27083	2989795815	0.01	270.829994	1647980535.716505	0.06469	0.063453	0.173848	0.07460163	0.02960367	0.067245	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	164	0x0400000000004001	1647980805.615790	1647980806.545097	0.929307	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49757	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.59921	0.07744226	0.147978	12.91285	3579.011	-0.04	0.208356	0x0213	1	9519	47	47	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	901026990	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989795817	27077	0.001	2989795.959008	1644991010.586090	0.002555	0.001401	0.534643	0.0861117	0.1783218	0.1607133	0.1807624	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	48	0x0400000000004000	1647980635.388983	1647980635.388983	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	35158	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	41	118	41	41	41	0	0	0	0	0	0	0	0	-0.4842767	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.025185	0.025185	0.025185	0.025185	0	0.025185	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	122	122	40.66667
B	48	0x0400000000004001	1647980635.414168	1647980635.414168	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	35158	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	118	41	118	118	118	0	0	0	0	0	0	0	0	0.4842767	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.025185	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	121	121	121
A	50	0x0400000000004000	1647980637.301960	1647980637.301960	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	59395	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.001056	0.001056	0.001056	0.001056	0	0.001056	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	122	122	40.66667
B	50	0x0400000000004001	1647980637.303016	1647980637.303016	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	59395	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.001056	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	121	121	121
A	166	0x0400000000004000	1647980808.963055	1647980809.951430	0.988375	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49759	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.550437	0.07602884	0.1341188	13.1529	2204.629	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1307045403	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	27424	2989799223	0.01	274.239994	1647980535.711437	0.059189	0.054661	0.164855	0.06793609	0.0277585	0.061985	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	166	0x0400000000004001	1647980809.022244	1647980809.949931	0.927687	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49759	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.0626	0	0.613211	0.07730725	0.1512405	12.9354	3585.261	-0.04	0.208356	0x0213	1	7393	48	48	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	5671849	12	3326	0	12	2179	0	3114	62643	60993.49	60800	62643	4	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989799223	27418	0.001	2989799.365008	1644991010.584924	0.002796	0.001499	0.55855	0.08946523	0.1855815	0.1574013	0.187646	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	168	0x0400000000004000	1647980811.291948	1647980812.079891	0.787943	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49761	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	11	2179	3326	0	1448	167.6154	356.982	0	0.365414	0.06061099	0.09172403	16.49866	2765.428	0.08333334	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2038516912	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	27637	2989801350	0.01	276.369994	1647980535.709898	0.05816	0.058066	0.157279	0.06739264	0.02680644	0.060618	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	168	0x0400000000004001	1647980811.350108	1647980812.077733	0.727625	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49761	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_11	-_DWnetTech,CN	443	https	11	13	3326	2179	0	1448	302.3636	472.2991	0	0.431248	0.06614774	0.1101131	15.11768	4571.036	-0.08333334	0.208356	0x0213	1	45807	47	47	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	911859186	11	3326	0	11	2179	0	3114	62643	61043.62	60800	62643	3	0	0	0	0x031b	0x0000	11	35	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989801350	27631	0.001	2989801.492008	1644991010.585726	0.002458	0.002158	0.373091	0.06187323	0.1237525	0.1292659	0.1266226	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	52	0x0400000000004000	1647980640.721366	1647980640.721366	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	51174	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.000724	0.000724	0.000724	0.000724	0	0.000724	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	122	122	40.66667
B	52	0x0400000000004001	1647980640.722090	1647980640.722090	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	51174	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.000724	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	121	121	121
A	54	0x0400000000004000	1647980642.958738	1647980642.958738	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	59902	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.000964	0.000964	0.000964	0.000964	0	0.000964	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	122	122	40.66667
B	54	0x0400000000004001	1647980642.959702	1647980642.959702	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	59902	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.000964	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	121	121	121
