%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	ethVlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPdssF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF
B	124	0x0400000000004001	1647980748.119521	1647980748.119521	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	47484	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.000532	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	81	81	81
A	202	0x0400000000004000	1647980921.520171	1647980922.490604	0.970433	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49795	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.483325	0.07464869	0.1195816	13.39608	2245.389	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1620027381	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	38677	2989911749	0.01	386.769991	1647980535.720613	0.068713	0.067706	0.177461	0.07886782	0.02940515	0.071236	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	202	0x0400000000004001	1647980921.588884	1647980922.488056	0.899172	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49795	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.559831	0.074931	0.1383017	13.34561	3698.958	-0.04	0.208356	0x0213	1	43355	47	47	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1980134048	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989911749	38670	0.001	2989911.891013	1644991010.597043	0.002523	0.002223	0.490819	0.08041923	0.1631668	0.159287	0.1657953	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	126	0x0400000000004000	1647980751.550562	1647980751.550562	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	59730	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.000984	0.000984	0.000984	0.000984	0	0.000984	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	82	82	27.33333
B	126	0x0400000000004001	1647980751.551546	1647980751.551546	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	59730	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.000984	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	81	81	81
A	128	0x0400000000004000	1647980753.717996	1647980753.717996	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49625	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.000965	0.000965	0.000965	0.000965	0	0.000965	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	82	82	27.33333
B	128	0x0400000000004001	1647980753.718961	1647980753.718961	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	49625	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.000965	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	81	81	81
A	204	0x0400000000004000	1647980924.963601	1647980925.975540	1.011939	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49797	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.528291	0.07784147	0.1295086	12.84662	2153.292	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	898500217	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	39026	2989915237	0.01	390.259991	1647980535.715549	0.065134	0.000348	0.180498	0.06863583	0.03607293	0.07499	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	204	0x0400000000004001	1647980925.028735	1647980925.975888	0.947153	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49797	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.596568	0.07892941	0.1472412	12.66955	3511.576	-0.04	0.208356	0x0213	1	45952	48	48	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2202276916	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989915242	39019	0.001	2989915.384013	1644991010.591875	0.009856	0.001739	0.531404	0.08781354	0.1764096	0.1564494	0.18006	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	130	0x0400000000004000	1647980757.141618	1647980757.141618	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	35170	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.000697	0.000697	0.000697	0.000697	0	0.000697	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	82	82	27.33333
B	130	0x0400000000004001	1647980757.142315	1647980757.142315	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	35170	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.000697	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	81	81	81
A	206	0x0400000000004000	1647980928.480842	1647980929.356958	0.876116	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49799	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.414835	0.06739354	0.1039191	14.83822	2487.114	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2718063963	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	39364	2989918621	0.01	393.639991	1647980535.716967	0.06312	0.000275	0.177664	0.06732008	0.03552775	0.065636	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	206	0x0400000000004001	1647980928.543962	1647980929.357233	0.813271	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49799	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.480496	0.06777257	0.1191011	14.75523	4089.658	-0.04	0.208356	0x0213	1	47050	48	48	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2017188853	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989918624	39358	0.001	2989918.766014	1644991010.591220	0.002516	0.00223	0.41742	0.06810009	0.1388823	0.1354202	0.1433545	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	132	0x0400000000004000	1647980760.546669	1647980760.546669	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	50969	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.001065	0.001065	0.001065	0.001065	0	0.001065	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	82	82	27.33333
B	132	0x0400000000004001	1647980760.547734	1647980760.547734	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	50969	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.001065	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	81	81	81
A	208	0x0400000000004000	1647980931.884873	1647980932.728510	0.843637	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49801	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.37656	0.06489515	0.09543215	15.40947	2582.865	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3124444175	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	39701	2989921987	0.01	397.009991	1647980535.718519	0.063855	0.062585	0.17417	0.07372655	0.02995829	0.066511	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	208	0x0400000000004001	1647980931.948728	1647980932.726425	0.777697	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49801	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.442505	0.06480809	0.1100064	15.43017	4276.729	-0.04	0.208356	0x0213	1	18249	47	47	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	4236854005	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989921988	39694	0.001	2989922.130014	1644991010.596412	0.002656	0.001987	0.378558	0.06288807	0.1255339	0.1366146	0.1290591	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	134	0x0400000000004000	1647980762.770558	1647980762.770558	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	46519	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.001127	0.001127	0.001127	0.001127	0	0.001127	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	82	82	27.33333
B	134	0x0400000000004001	1647980762.771685	1647980762.771685	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	46519	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.001127	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	81	81	81
A	210	0x0400000000004000	1647980933.961887	1647980934.892410	0.930523	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49803	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	13	2179	3326	0	1448	167.6154	356.982	0	0.481921	0.07157869	0.1186841	13.97064	2341.694	0	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3990361362	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	39917	2989924157	0.01	399.169991	1647980535.722419	0.062404	0.058524	0.170539	0.07102784	0.02848914	0.067821	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	210	0x0400000000004001	1647980934.024291	1647980934.890290	0.865999	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49803	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_13	-_DWnetTech,CN	443	https	13	13	3326	2179	0	1448	255.8462	446.7247	0	0.547662	0.06661532	0.1312132	15.01157	3840.651	0	0.208356	0x0213	1	50337	48	48	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2457947375	13	3326	0	13	2179	0	3114	62643	60935.44	60800	62643	4	0	0	0	0x031b	0x0000	13	41	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989924158	39911	0.001	2989924.300014	1644991010.590277	0.005417	0.002068	0.489138	0.07862485	0.162504	0.1496527	0.1649823	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	212	0x0400000000004000	1647980936.232723	1647980937.047723	0.815000	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49805	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	13	2179	3326	0	1448	167.6154	356.982	0	0.378956	0.06269231	0.09467499	15.95092	2673.62	0	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1465872532	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	40133	2989926308	0.01	401.329991	1647980535.717732	0.057973	0.054457	0.161812	0.06622067	0.02736867	0.060067	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	212	0x0400000000004001	1647980936.290696	1647980937.043296	0.752600	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49805	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_13	-_DWnetTech,CN	443	https	13	13	3326	2179	0	1448	255.8462	446.7247	0	0.440875	0.05789231	0.1059938	17.27345	4419.346	0	0.208356	0x0213	1	29053	47	47	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3271636069	13	3326	0	13	2179	0	3114	62643	60935.44	60800	62643	4	0	0	0	0x031b	0x0000	13	41	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989926310	40127	0.001	2989926.452014	1644991010.591283	0.002094	0.002094	0.386418	0.06351069	0.1276785	0.1297314	0.1305789	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	136	0x0400000000004000	1647980765.994694	1647980765.994694	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	52206	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.001273	0.001273	0.001273	0.001273	0	0.001273	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	82	82	27.33333
B	136	0x0400000000004001	1647980765.995967	1647980765.995967	0.000000	1	3	eth:ipv4:udp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		192.168.2.1	07	"Private network"	53	192.168.2.7	07	"Private network"	52206	17	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_1	-_DWnetTech,CN	53	domain	1	1	111	31	111	111	111	0	0	0	0	0	0	0	0	0.5633803	0x0001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.001273	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	81	81	81
A	214	0x0400000000004000	1647980939.581619	1647980940.677196	1.095577	1	3	eth:ipv4:tcp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	49807	34.217.170.24	us	"Amazon Technologies Inc"	443	6	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_13	DWnetTech,CN_-	443	https	13	12	2179	3326	0	1448	167.6154	356.982	0	0.628659	0.08427516	0.1524651	11.86589	1988.906	0.04	-0.208356	0x0a13	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2469893285	12	2179	0	12	3326	0	1606	14600	24843.96	14600	26208	0	5	1	0	0x011b	0x0000	13	41	0x0000011e	1460	32	0x0000	0x00	0	0x00	40496	2989929938	0.01	404.959991	1647980535.717206	0.064061	0.062779	0.167386	0.07335345	0.0280495	0.068072	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	10	10	3.333333
B	214	0x0400000000004001	1647980939.645680	1647980940.675183	1.029503	1	3	eth:ipv4:tcp	f6:0f:24:e1:12:64	e4:26:86:f2:ef:b7	0x0800		34.217.170.24	us	"Amazon Technologies Inc"	443	192.168.2.7	07	"Private network"	49807	6	0x00	1	f6:0f:24:e1:12:64_e4:26:86:f2:ef:b7_12	-_DWnetTech,CN	443	https	12	13	3326	2179	0	1448	277.1667	459.216	0	0.695128	0.08579192	0.1715569	11.65611	3230.685	-0.04	0.208356	0x0213	1	23968	48	48	0	0x00	0x2000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2062885517	12	3326	0	12	2179	0	3114	62643	60970.53	60800	62643	3	0	0	0	0x031b	0x0000	12	38	0x0000011e	1460	128	0x0000	0x00	0	0x00	2989929939	40489	0.001	2989930.081014	1644991010.594169	0.004011	0.00188	0.631281	0.1023168	0.2103078	0.1756703	0.2121701	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	3	9	9	9
A	138	0x0400000000004000	1647980769.321305	1647980769.321305	0.000000	1	3	eth:ipv4:udp	e4:26:86:f2:ef:b7	f6:0f:24:e1:12:64	0x0800		192.168.2.7	07	"Private network"	45664	192.168.2.1	07	"Private network"	53	17	0x00	1	e4:26:86:f2:ef:b7_f6:0f:24:e1:12:64_1	DWnetTech,CN_-	53	domain	1	1	31	111	31	31	31	0	0	0	0	0	0	0	0	-0.5633803	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.000976	0.000976	0.000976	0.000976	0	0.000976	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	3	1	82	82	27.33333
